Date,Campaign,Channel,Impressions,Clicks,Conversions,Cost,Revenue,CTR,CPC,CVR,ROI
2025-11-15,Campaign_010,Instagram,56571,1783,76,3911.75,1751.23,3.15,2.19,4.26,-55.23
2025-11-14,Campaign_008,Google Ads,94257,3521,157,2157.09,999.72,3.74,0.61,4.46,-53.65
2025-11-13,Campaign_003,LinkedIn,79503,3023,47,278.0,4784.05,3.8,0.09,1.55,1620.88
2025-11-12,Campaign_009,LinkedIn,81228,1521,188,2829.96,3340.95,1.87,1.86,12.36,18.06
2025-11-11,Campaign_004,Instagram,87456,2842,70,2432.08,9816.26,3.25,0.86,2.46,303.62
2025-11-10,Campaign_004,Google Ads,87447,3909,113,3375.73,7882.52,4.47,0.86,2.89,133.51
2025-11-09,Campaign_003,LinkedIn,42989,726,88,965.74,9983.86,1.69,1.33,12.12,933.8
2025-11-08,Campaign_003,LinkedIn,83734,4371,120,4612.11,9436.72,5.22,1.06,2.75,104.61
2025-11-07,Campaign_008,Instagram,83470,2779,134,2380.32,5404.77,3.33,0.86,4.82,127.06
2025-11-06,Campaign_007,Twitter,63952,3745,10,665.73,3808.67,5.86,0.18,0.27,472.1
2025-11-05,Campaign_009,Instagram,60267,2168,121,3716.95,8454.18,3.6,1.71,5.58,127.45
2025-11-04,Campaign_001,Google Ads,88936,3107,114,571.41,274.75,3.49,0.18,3.67,-51.92
2025-11-03,Campaign_009,LinkedIn,76498,451,148,726.75,864.77,0.59,1.61,32.82,18.99
2025-11-02,Campaign_005,Twitter,97201,1333,199,4586.12,1105.18,1.37,3.44,14.93,-75.9
2025-11-01,Campaign_010,Facebook,16737,4221,67,1479.49,2519.2,25.22,0.35,1.59,70.27
2025-10-31,Campaign_010,Google Ads,3810,1972,23,3977.38,920.2,51.76,2.02,1.17,-76.86
2025-10-30,Campaign_007,Twitter,18564,2712,30,2024.32,5156.43,14.61,0.75,1.11,154.72
2025-10-29,Campaign_008,Facebook,14159,3556,162,686.9,9251.55,25.11,0.19,4.56,1246.86
2025-10-28,Campaign_007,Instagram,99646,755,46,3927.78,1275.25,0.76,5.2,6.09,-67.53
2025-10-27,Campaign_007,LinkedIn,90654,1678,55,2043.57,1672.48,1.85,1.22,3.28,-18.16
2025-10-26,Campaign_007,Twitter,11862,1623,76,930.29,135.61,13.68,0.57,4.68,-85.42
2025-10-25,Campaign_005,LinkedIn,84825,1370,52,318.31,5908.14,1.62,0.23,3.8,1756.1
2025-10-24,Campaign_008,Twitter,52406,816,4,1878.17,9286.4,1.56,2.3,0.49,394.44
2025-10-23,Campaign_003,Instagram,65495,1896,117,1204.09,3062.59,2.89,0.64,6.17,154.35
2025-10-22,Campaign_009,Instagram,12178,2623,93,4011.95,2963.24,21.54,1.53,3.55,-26.14
2025-10-21,Campaign_003,Google Ads,7589,1375,92,946.71,1750.52,18.12,0.69,6.69,84.91
2025-10-20,Campaign_001,Instagram,81996,1421,85,1333.24,9444.82,1.73,0.94,5.98,608.41
2025-10-19,Campaign_007,LinkedIn,4266,406,108,4182.64,2755.53,9.52,10.3,26.6,-34.12
2025-10-18,Campaign_009,Facebook,65053,1079,27,1703.06,5165.99,1.66,1.58,2.5,203.34
2025-10-17,Campaign_007,Facebook,30702,1095,18,3180.85,5135.95,3.57,2.9,1.64,61.46
2025-10-16,Campaign_004,Facebook,17619,2667,134,3035.14,2647.8,15.14,1.14,5.02,-12.76
2025-10-15,Campaign_003,Google Ads,73249,4177,75,598.78,1029.25,5.7,0.14,1.8,71.89
2025-10-14,Campaign_005,Facebook,59968,2915,155,2656.7,3558.61,4.86,0.91,5.32,33.95
2025-10-13,Campaign_003,Instagram,53043,3827,49,2770.38,4714.89,7.21,0.72,1.28,70.19
2025-10-12,Campaign_003,Google Ads,38989,3325,53,3697.55,1120.66,8.53,1.11,1.59,-69.69
2025-10-11,Campaign_005,Twitter,91422,3577,41,2661.74,7607.43,3.91,0.74,1.15,185.81
2025-10-10,Campaign_006,Twitter,30107,2037,59,1433.79,1873.95,6.77,0.7,2.9,30.7
2025-10-09,Campaign_010,Twitter,36888,4428,105,916.35,6871.53,12.0,0.21,2.37,649.88
2025-10-08,Campaign_001,LinkedIn,93524,1375,27,750.52,2178.32,1.47,0.55,1.96,190.24
2025-10-07,Campaign_003,Instagram,70086,3465,122,4528.17,7680.53,4.94,1.31,3.52,69.62
2025-10-06,Campaign_002,Twitter,83102,3416,126,4508.91,7255.54,4.11,1.32,3.69,60.92
2025-10-05,Campaign_009,Instagram,54817,2908,131,4546.51,6636.83,5.3,1.56,4.5,45.98
2025-10-04,Campaign_002,Instagram,13005,1306,29,4657.35,6733.54,10.04,3.57,2.22,44.58
2025-10-03,Campaign_001,Facebook,13610,3676,5,4642.01,2433.04,27.01,1.26,0.14,-47.59
2025-10-02,Campaign_010,Facebook,58715,1213,55,1302.7,9206.45,2.07,1.07,4.53,606.72
2025-10-01,Campaign_007,LinkedIn,5256,436,68,525.18,213.71,8.3,1.2,15.6,-59.31
2025-09-30,Campaign_007,Twitter,36978,178,38,4341.52,1085.88,0.48,24.39,21.35,-74.99
2025-09-29,Campaign_007,Instagram,99278,4505,123,157.66,3236.01,4.54,0.03,2.73,1952.52
2025-09-28,Campaign_006,Instagram,29578,1529,118,387.62,1684.73,5.17,0.25,7.72,334.63
2025-09-27,Campaign_010,LinkedIn,71039,1956,123,3109.9,9751.9,2.75,1.59,6.29,213.58
2025-09-26,Campaign_009,LinkedIn,35055,3343,108,4388.57,3854.12,9.54,1.31,3.23,-12.18
2025-09-25,Campaign_007,Google Ads,79645,1140,178,969.55,3842.7,1.43,0.85,15.61,296.34
2025-09-24,Campaign_004,Instagram,4198,2009,54,3039.5,6487.86,47.86,1.51,2.69,113.45
2025-09-23,Campaign_001,Facebook,23201,799,175,3697.8,8029.41,3.44,4.63,21.9,117.14
2025-09-22,Campaign_010,Facebook,90070,697,12,3326.06,2014.47,0.77,4.77,1.72,-39.43
2025-09-21,Campaign_010,Facebook,38579,158,158,2836.18,3838.86,0.41,17.95,100.0,35.35
2025-09-20,Campaign_008,Twitter,75380,2008,51,1793.4,2967.48,2.66,0.89,2.54,65.47
2025-09-19,Campaign_009,Facebook,23243,2618,164,2330.84,9311.57,11.26,0.89,6.26,299.49
2025-09-18,Campaign_009,LinkedIn,12307,929,119,1519.96,9167.1,7.55,1.64,12.81,503.11
2025-09-17,Campaign_007,Google Ads,55560,2581,99,207.15,3187.9,4.65,0.08,3.84,1438.93
2025-09-16,Campaign_003,Instagram,39658,1350,109,4220.4,7212.06,3.4,3.13,8.07,70.89
2025-09-15,Campaign_006,Facebook,69607,4319,122,224.03,593.49,6.2,0.05,2.82,164.92
2025-09-14,Campaign_007,Facebook,59041,3837,36,1982.47,6340.6,6.5,0.52,0.94,219.83
2025-09-13,Campaign_004,LinkedIn,12000,1045,20,2091.3,4502.86,8.71,2.0,1.91,115.31
2025-09-12,Campaign_006,Twitter,94970,1826,105,1210.12,1807.28,1.92,0.66,5.75,49.35
2025-09-11,Campaign_010,Twitter,31660,4260,33,4893.89,5119.11,13.46,1.15,0.77,4.6
2025-09-10,Campaign_007,Facebook,39403,4070,62,1218.79,7013.72,10.33,0.3,1.52,475.47
2025-09-09,Campaign_006,Twitter,55469,4498,131,2623.6,269.03,8.11,0.58,2.91,-89.75
2025-09-08,Campaign_010,Google Ads,33705,1909,159,1127.98,6949.89,5.66,0.59,8.33,516.14
2025-09-07,Campaign_001,Twitter,50681,121,182,771.54,6393.5,0.24,6.38,150.41,728.67
2025-09-06,Campaign_006,Facebook,96267,3228,96,3617.28,6375.32,3.35,1.12,2.97,76.25
2025-09-05,Campaign_008,Google Ads,84218,767,171,2563.71,7979.92,0.91,3.34,22.29,211.26
2025-12-03,Campaign_001,Google Ads,30458,4735,6,2768.33,9156.32,15.55,0.58,0.13,230.75
2025-12-02,Campaign_006,Google Ads,20231,1165,107,4677.49,8394.7,5.76,4.02,9.18,79.47
2025-12-01,Campaign_008,LinkedIn,42189,4691,123,1043.29,2731.64,11.12,0.22,2.62,161.83
2025-11-30,Campaign_007,Instagram,63231,810,62,1298.57,4895.63,1.28,1.6,7.65,277.0
2025-11-29,Campaign_003,Twitter,62132,3866,136,4343.84,721.37,6.22,1.12,3.52,-83.39
2025-11-28,Campaign_001,Google Ads,3265,2985,181,2795.76,8807.76,91.42,0.94,6.06,215.04
2025-11-27,Campaign_004,Google Ads,62896,2762,145,1220.3,1100.33,4.39,0.44,5.25,-9.83
2025-11-26,Campaign_007,Facebook,89192,3767,132,3392.7,2754.1,4.22,0.9,3.5,-18.82
2025-11-25,Campaign_004,LinkedIn,8247,1767,36,676.85,4699.89,21.43,0.38,2.04,594.38
2025-11-24,Campaign_010,Google Ads,68628,2097,96,2168.1,9113.18,3.06,1.03,4.58,320.33
2025-11-23,Campaign_009,Twitter,76365,3144,20,2534.5,958.35,4.12,0.81,0.64,-62.19
2025-11-22,Campaign_010,Twitter,59367,1765,151,4334.87,7906.14,2.97,2.46,8.56,82.38
2025-11-21,Campaign_004,Twitter,95041,1122,60,4261.25,8898.51,1.18,3.8,5.35,108.82
2025-11-20,Campaign_008,LinkedIn,23420,619,61,1594.37,3448.2,2.64,2.58,9.85,116.27
2025-11-19,Campaign_002,Google Ads,42344,3231,23,804.92,9643.86,7.63,0.25,0.71,1098.11
2025-11-18,Campaign_008,Instagram,42633,991,67,1257.04,9389.25,2.32,1.27,6.76,646.93
2025-11-17,Campaign_003,LinkedIn,2531,1986,82,3986.66,1415.29,78.47,2.01,4.13,-64.5
2025-11-16,Campaign_006,Facebook,66307,1885,106,2239.83,4555.11,2.84,1.19,5.62,103.37
2025-11-15,Campaign_003,Instagram,52754,2550,164,4789.5,2535.09,4.83,1.88,6.43,-47.07
2025-11-14,Campaign_001,Instagram,7276,947,160,485.64,2861.62,13.02,0.51,16.9,489.25
2025-11-13,Campaign_008,LinkedIn,98513,1475,160,2654.06,7584.49,1.5,1.8,10.85,185.77
2025-11-12,Campaign_001,LinkedIn,42082,4633,110,2213.09,9724.86,11.01,0.48,2.37,339.42
2025-11-11,Campaign_002,Google Ads,78333,3966,126,3692.27,3442.81,5.06,0.93,3.18,-6.76
2025-11-10,Campaign_007,LinkedIn,25474,4270,165,2716.98,8962.51,16.76,0.64,3.86,229.87
2025-11-09,Campaign_003,Facebook,60899,3039,167,2867.86,6216.83,4.99,0.94,5.5,116.78
2025-11-08,Campaign_004,Google Ads,94366,3376,134,841.52,5605.3,3.58,0.25,3.97,566.09
2025-11-07,Campaign_005,Instagram,55120,2073,138,535.56,6368.47,3.76,0.26,6.66,1089.12
2025-11-06,Campaign_007,LinkedIn,68942,3259,148,62.63,5242.33,4.73,0.02,4.54,8270.32
2025-11-05,Campaign_004,LinkedIn,7109,2206,174,2500.15,1486.71,31.03,1.13,7.89,-40.54
2025-11-04,Campaign_009,Twitter,94750,3828,73,805.42,9831.33,4.04,0.21,1.91,1120.65
2025-11-03,Campaign_003,Google Ads,10275,611,158,2141.02,7438.8,5.95,3.5,25.86,247.44
2025-11-02,Campaign_002,Facebook,86917,1772,121,2674.8,6747.69,2.04,1.51,6.83,152.27
2025-11-01,Campaign_003,Instagram,20249,3410,197,4874.68,9454.79,16.84,1.43,5.78,93.96
2025-10-31,Campaign_005,Facebook,85896,4521,48,2103.0,7125.66,5.26,0.47,1.06,238.83
2025-10-30,Campaign_008,Google Ads,85308,4649,171,1518.07,4844.72,5.45,0.33,3.68,219.14
2025-10-29,Campaign_009,Google Ads,25137,1987,31,3025.0,4489.12,7.9,1.52,1.56,48.4
2025-10-28,Campaign_002,Facebook,11139,811,27,2794.78,9141.95,7.28,3.45,3.33,227.11
2025-10-27,Campaign_009,Google Ads,66232,322,111,2171.81,4523.33,0.49,6.74,34.47,108.27
2025-10-26,Campaign_005,Google Ads,90710,3403,54,3816.91,5598.51,3.75,1.12,1.59,46.68
2025-10-25,Campaign_008,Google Ads,20352,663,11,1311.05,3773.9,3.26,1.98,1.66,187.85
2025-10-24,Campaign_005,Instagram,30370,2882,194,1675.14,1413.72,9.49,0.58,6.73,-15.61
2025-10-23,Campaign_003,Instagram,16025,2457,80,4470.76,5527.88,15.33,1.82,3.26,23.65
2025-10-22,Campaign_003,Facebook,89773,4502,197,2148.67,300.91,5.01,0.48,4.38,-86.0
2025-10-21,Campaign_008,Google Ads,89217,376,110,2680.42,8856.98,0.42,7.13,29.26,230.43
2025-10-20,Campaign_006,Instagram,30471,4524,188,392.44,1411.96,14.85,0.09,4.16,259.79
2025-10-19,Campaign_005,Twitter,19083,4666,161,542.04,7609.62,24.45,0.12,3.45,1303.89
2025-10-18,Campaign_009,Facebook,21976,2221,193,4134.93,5762.41,10.11,1.86,8.69,39.36
2025-10-17,Campaign_010,Instagram,32420,496,48,4048.54,4548.63,1.53,8.16,9.68,12.35
2025-10-16,Campaign_010,Facebook,69494,4257,4,4093.52,8293.67,6.13,0.96,0.09,102.6
2025-10-15,Campaign_009,Facebook,38359,2094,134,679.62,8061.06,5.46,0.32,6.4,1086.11
2025-10-14,Campaign_010,LinkedIn,47767,3690,168,4512.82,5831.72,7.72,1.22,4.55,29.23
2025-10-13,Campaign_003,Instagram,17977,2874,156,513.25,3136.23,15.99,0.18,5.43,511.05
2025-10-12,Campaign_007,Instagram,28939,1932,94,3908.81,5968.51,6.68,2.02,4.87,52.69
2025-10-11,Campaign_010,Facebook,81513,701,66,4239.12,1805.25,0.86,6.05,9.42,-57.41
2025-10-10,Campaign_007,Twitter,64896,3177,34,91.68,9694.49,4.9,0.03,1.07,10474.27
2025-10-09,Campaign_005,Facebook,17953,1267,70,4591.77,4100.35,7.06,3.62,5.52,-10.7
2025-10-08,Campaign_001,Google Ads,43446,2118,8,2401.02,7230.75,4.88,1.13,0.38,201.15
2025-10-07,Campaign_010,Twitter,82481,1068,138,2601.8,3362.7,1.29,2.44,12.92,29.25
2025-10-06,Campaign_001,Facebook,69186,940,135,1554.75,6881.15,1.36,1.65,14.36,342.59
2025-10-05,Campaign_002,LinkedIn,23625,1264,33,2422.0,1020.23,5.35,1.92,2.61,-57.88
2025-10-04,Campaign_007,Twitter,95755,2219,125,2374.46,2844.91,2.32,1.07,5.63,19.81
2025-10-03,Campaign_006,Instagram,15853,1535,48,3934.52,5719.32,9.68,2.56,3.13,45.36
2025-10-02,Campaign_009,Facebook,18177,2373,124,1861.69,328.88,13.05,0.78,5.23,-82.33
2025-10-01,Campaign_005,Google Ads,9573,966,3,3283.27,6180.72,10.09,3.4,0.31,88.25
2025-09-30,Campaign_008,Google Ads,50531,149,149,2386.47,5659.96,0.29,16.02,100.0,137.17
2025-09-29,Campaign_001,LinkedIn,79902,3330,173,3444.6,4790.27,4.17,1.03,5.2,39.07
2025-09-28,Campaign_002,Facebook,30197,4526,97,2988.14,7913.43,14.99,0.66,2.14,164.83
2025-09-27,Campaign_008,Facebook,83050,4781,185,4807.09,3785.85,5.76,1.01,3.87,-21.24
2025-09-26,Campaign_002,Google Ads,69679,393,76,1159.41,1037.43,0.56,2.95,19.34,-10.52
2025-09-25,Campaign_007,Google Ads,76171,1365,70,1684.61,3224.96,1.79,1.23,5.13,91.44
2025-09-24,Campaign_010,Google Ads,57495,1571,40,124.44,6274.25,2.73,0.08,2.55,4941.99
2025-09-23,Campaign_004,Twitter,97322,4802,147,1343.76,2047.74,4.93,0.28,3.06,52.39
2025-09-22,Campaign_001,LinkedIn,60772,4674,143,3514.81,9751.32,7.69,0.75,3.06,177.44
2025-09-21,Campaign_006,Google Ads,98091,1052,32,825.14,6567.88,1.07,0.78,3.04,695.97
2025-09-20,Campaign_007,Instagram,67900,2917,75,2117.38,8247.8,4.3,0.73,2.57,289.53
2025-09-19,Campaign_002,Facebook,93916,3139,7,4775.11,8791.58,3.34,1.52,0.22,84.11
2025-09-18,Campaign_008,Google Ads,97772,310,175,3489.0,7121.03,0.32,11.25,56.45,104.1
2025-09-17,Campaign_010,LinkedIn,39078,3132,141,3768.84,2439.82,8.01,1.2,4.5,-35.26
2025-09-16,Campaign_001,Facebook,46261,153,72,1935.72,3030.37,0.33,12.65,47.06,56.55
2025-09-15,Campaign_002,Twitter,81701,3449,72,1228.61,5764.04,4.22,0.36,2.09,369.15
2025-09-14,Campaign_010,Facebook,47055,4588,107,842.88,817.17,9.75,0.18,2.33,-3.05
2025-09-13,Campaign_009,LinkedIn,55552,1493,130,4748.03,7954.99,2.69,3.18,8.71,67.54
2025-09-12,Campaign_002,Google Ads,18239,4759,162,2018.1,9746.7,26.09,0.42,3.4,382.96
2025-09-11,Campaign_004,Twitter,76808,771,119,901.8,9066.1,1.0,1.17,15.43,905.33
2025-09-10,Campaign_010,Instagram,44790,4227,152,3119.32,9204.44,9.44,0.74,3.6,195.08
2025-09-09,Campaign_010,Twitter,86241,2918,57,1255.63,306.45,3.38,0.43,1.95,-75.59
2025-09-08,Campaign_009,LinkedIn,81098,4395,104,275.68,7861.78,5.42,0.06,2.37,2751.78
2025-09-07,Campaign_001,Google Ads,18843,3842,18,900.95,6570.36,20.39,0.23,0.47,629.27
2025-09-06,Campaign_009,Facebook,98889,3502,148,1975.93,317.45,3.54,0.56,4.23,-83.93
2025-09-05,Campaign_006,Twitter,66049,1581,47,3709.61,5015.23,2.39,2.35,2.97,35.2
2025-12-03,Campaign_008,LinkedIn,17131,2502,23,573.82,3450.65,14.61,0.23,0.92,501.35
2025-12-02,Campaign_006,Google Ads,10874,3523,132,3010.82,5481.36,32.4,0.85,3.75,82.06
2025-12-01,Campaign_005,Google Ads,85529,3204,49,2847.28,8155.3,3.75,0.89,1.53,186.42
2025-11-30,Campaign_003,Twitter,29365,4204,108,4237.26,3002.81,14.32,1.01,2.57,-29.13
2025-11-29,Campaign_005,Twitter,29179,3341,97,2039.41,2160.65,11.45,0.61,2.9,5.94
2025-11-28,Campaign_008,Instagram,49988,707,179,3403.88,7023.1,1.41,4.81,25.32,106.33
2025-11-27,Campaign_010,LinkedIn,81628,534,191,2531.37,2641.31,0.65,4.74,35.77,4.34
2025-11-26,Campaign_007,Instagram,97195,3858,78,2870.53,9283.09,3.97,0.74,2.02,223.39
2025-11-25,Campaign_003,Twitter,18285,3269,41,4077.21,4790.29,17.88,1.25,1.25,17.49
2025-11-24,Campaign_006,Twitter,75339,2287,101,4182.88,2977.14,3.04,1.83,4.42,-28.83
2025-11-23,Campaign_009,Twitter,93277,4461,195,1620.1,3128.01,4.78,0.36,4.37,93.08
2025-11-22,Campaign_002,Instagram,96601,4278,64,2402.52,1897.04,4.43,0.56,1.5,-21.04
2025-11-21,Campaign_003,LinkedIn,61266,2787,71,1106.72,9916.0,4.55,0.4,2.55,795.98
2025-11-20,Campaign_007,Twitter,15908,2547,45,578.38,2085.1,16.01,0.23,1.77,260.51
2025-11-19,Campaign_008,Google Ads,88887,2633,7,3663.81,7710.06,2.96,1.39,0.27,110.44
2025-11-18,Campaign_005,Twitter,62007,1927,129,2225.79,2353.56,3.11,1.16,6.69,5.74
2025-11-17,Campaign_008,Twitter,94751,3832,193,4105.3,5165.07,4.04,1.07,5.04,25.81
2025-11-16,Campaign_004,Facebook,22611,287,191,4987.98,5951.53,1.27,17.38,66.55,19.32
2025-11-15,Campaign_003,Facebook,29298,4507,110,1353.28,7203.14,15.38,0.3,2.44,432.27
2025-11-14,Campaign_007,Google Ads,25297,4855,130,4295.79,8279.09,19.19,0.88,2.68,92.73
2025-11-13,Campaign_002,LinkedIn,35159,1852,20,729.69,3821.64,5.27,0.39,1.08,423.73
2025-11-12,Campaign_007,Instagram,9747,2497,127,3587.22,3596.7,25.62,1.44,5.09,0.26
2025-11-11,Campaign_008,Twitter,97656,1293,40,2296.51,3699.7,1.32,1.78,3.09,61.1
2025-11-10,Campaign_008,Google Ads,46743,4141,126,4524.76,2088.23,8.86,1.09,3.04,-53.85
2025-11-09,Campaign_002,Twitter,47448,2523,87,4167.51,572.68,5.32,1.65,3.45,-86.26
2025-11-08,Campaign_004,Twitter,60715,4616,78,2626.57,4407.02,7.6,0.57,1.69,67.79
2025-11-07,Campaign_003,Twitter,79889,3487,59,3921.04,1720.37,4.36,1.12,1.69,-56.12
2025-11-06,Campaign_010,Facebook,72316,1764,97,4562.59,710.13,2.44,2.59,5.5,-84.44
2025-11-05,Campaign_005,Instagram,18948,1389,100,3774.93,9276.36,7.33,2.72,7.2,145.74
2025-11-04,Campaign_006,Google Ads,37450,3844,39,2611.87,1844.56,10.26,0.68,1.01,-29.38
2025-11-03,Campaign_010,Google Ads,17148,2679,198,356.79,8873.7,15.62,0.13,7.39,2387.09
2025-11-02,Campaign_002,Facebook,12691,4260,21,3131.7,9045.36,33.57,0.74,0.49,188.83
2025-11-01,Campaign_009,Google Ads,78458,2113,178,4659.7,4822.48,2.69,2.21,8.42,3.49
2025-10-31,Campaign_001,Twitter,26389,1723,34,4716.01,4630.77,6.53,2.74,1.97,-1.81
2025-10-30,Campaign_005,LinkedIn,1994,3725,152,228.0,4630.35,186.81,0.06,4.08,1930.86
2025-10-29,Campaign_003,Facebook,39923,2021,37,639.21,796.6,5.06,0.32,1.83,24.62
2025-10-28,Campaign_010,Google Ads,81494,4038,184,227.26,4288.54,4.95,0.06,4.56,1787.06
2025-10-27,Campaign_009,Google Ads,62176,2315,189,4972.62,8062.19,3.72,2.15,8.16,62.13
2025-10-26,Campaign_009,LinkedIn,11947,1265,61,2620.26,2277.47,10.59,2.07,4.82,-13.08
2025-10-25,Campaign_009,Instagram,70673,2353,95,1491.14,9120.53,3.33,0.63,4.04,511.65
2025-10-24,Campaign_002,LinkedIn,15989,4282,78,3610.86,9730.34,26.78,0.84,1.82,169.47
2025-10-23,Campaign_007,LinkedIn,50185,1255,169,2388.33,315.22,2.5,1.9,13.47,-86.8
2025-10-22,Campaign_004,Twitter,40189,2479,77,770.88,3377.88,6.17,0.31,3.11,338.18
2025-10-21,Campaign_002,Facebook,69747,3825,32,4405.91,9644.97,5.48,1.15,0.84,118.91
2025-10-20,Campaign_007,LinkedIn,58004,2430,184,1101.23,2193.53,4.19,0.45,7.57,99.19
2025-10-19,Campaign_008,LinkedIn,7543,565,42,1628.95,3968.1,7.49,2.88,7.43,143.6
2025-10-18,Campaign_003,LinkedIn,42205,170,86,1149.64,1982.54,0.4,6.76,50.59,72.45
2025-10-17,Campaign_004,Instagram,44813,1106,111,3611.54,9959.46,2.47,3.27,10.04,175.77
2025-10-16,Campaign_003,LinkedIn,87554,4274,85,100.69,5455.96,4.88,0.02,1.99,5318.57
2025-10-15,Campaign_010,Google Ads,44867,2621,138,749.51,9629.21,5.84,0.29,5.27,1184.73
2025-10-14,Campaign_006,Instagram,94274,338,66,2556.91,7124.01,0.36,7.56,19.53,178.62
2025-10-13,Campaign_009,Facebook,70723,2811,157,3423.48,6697.89,3.97,1.22,5.59,95.65
2025-10-12,Campaign_003,LinkedIn,17048,667,171,4829.68,8875.77,3.91,7.24,25.64,83.78
2025-10-11,Campaign_004,Instagram,62743,425,189,837.44,5889.35,0.68,1.97,44.47,603.26
2025-10-10,Campaign_004,LinkedIn,8670,3353,161,4852.26,2380.09,38.67,1.45,4.8,-50.95
2025-10-09,Campaign_004,Instagram,91841,4729,178,4299.46,8168.58,5.15,0.91,3.76,89.99
2025-10-08,Campaign_001,Facebook,74912,2710,99,664.55,6501.58,3.62,0.25,3.65,878.34
2025-10-07,Campaign_003,LinkedIn,7146,292,32,2705.18,6325.28,4.09,9.26,10.96,133.82
2025-10-06,Campaign_003,Instagram,35181,729,13,1118.04,7340.86,2.07,1.53,1.78,556.58
2025-10-05,Campaign_006,Google Ads,52191,3592,113,480.0,9753.25,6.88,0.13,3.15,1931.93
2025-10-04,Campaign_008,Facebook,33646,3533,140,501.52,6039.57,10.5,0.14,3.96,1104.25
2025-10-03,Campaign_004,Instagram,19309,408,99,3683.04,722.87,2.11,9.03,24.26,-80.37
2025-10-02,Campaign_002,LinkedIn,14329,4983,72,60.36,8697.78,34.78,0.01,1.44,14309.84
2025-10-01,Campaign_004,Facebook,39430,3625,184,1967.14,4444.27,9.19,0.54,5.08,125.93
2025-09-30,Campaign_004,Twitter,49998,1230,97,2442.43,6292.69,2.46,1.99,7.89,157.64
2025-09-29,Campaign_006,Twitter,21273,2555,99,2747.67,1979.96,12.01,1.08,3.87,-27.94
2025-09-28,Campaign_005,Facebook,80220,3974,195,2547.6,3211.94,4.95,0.64,4.91,26.08
2025-09-27,Campaign_008,Twitter,32244,4473,98,1268.9,899.97,13.87,0.28,2.19,-29.07
2025-09-26,Campaign_008,Instagram,17457,579,47,402.67,2488.9,3.32,0.7,8.12,518.1
2025-09-25,Campaign_008,LinkedIn,18581,1943,154,1747.05,5809.13,10.46,0.9,7.93,232.51
2025-09-24,Campaign_007,Facebook,36487,4464,85,4448.04,2061.21,12.23,1.0,1.9,-53.66
2025-09-23,Campaign_001,LinkedIn,96647,1146,123,1488.27,4156.6,1.19,1.3,10.73,179.29
2025-09-22,Campaign_001,Instagram,13887,1712,49,3797.09,1834.8,12.33,2.22,2.86,-51.68
2025-09-21,Campaign_001,Twitter,55654,4242,143,1794.38,852.95,7.62,0.42,3.37,-52.47
2025-09-20,Campaign_003,Google Ads,22484,2484,63,355.73,1565.57,11.05,0.14,2.54,340.1
2025-09-19,Campaign_008,Google Ads,82042,1485,54,3892.69,1191.44,1.81,2.62,3.64,-69.39
2025-09-18,Campaign_010,Google Ads,61273,179,52,3683.67,5029.73,0.29,20.58,29.05,36.54
2025-09-17,Campaign_005,LinkedIn,30044,1395,162,478.47,6992.99,4.64,0.34,11.61,1361.53
2025-09-16,Campaign_004,Instagram,82748,1797,178,3085.0,4788.21,2.17,1.72,9.91,55.21
2025-09-15,Campaign_005,Facebook,56632,1492,140,4906.97,8392.33,2.63,3.29,9.38,71.03
2025-09-14,Campaign_004,Twitter,5225,4646,111,3432.36,1851.1,88.92,0.74,2.39,-46.07
2025-09-13,Campaign_010,Google Ads,22388,2189,127,2380.77,2192.96,9.78,1.09,5.8,-7.89
2025-09-12,Campaign_001,Facebook,81466,3650,37,1064.58,7061.58,4.48,0.29,1.01,563.32
2025-09-11,Campaign_008,LinkedIn,97713,472,145,1775.49,2649.61,0.48,3.76,30.72,49.23
2025-09-10,Campaign_008,Facebook,29752,3400,7,2113.06,2102.25,11.43,0.62,0.21,-0.51
2025-09-09,Campaign_009,LinkedIn,4563,2223,186,3111.61,6258.51,48.72,1.4,8.37,101.13
2025-09-08,Campaign_008,Instagram,41884,1468,3,3856.64,5111.48,3.5,2.63,0.2,32.54
2025-09-07,Campaign_008,Twitter,24649,458,20,2480.29,6669.56,1.86,5.42,4.37,168.9
2025-09-06,Campaign_006,Facebook,17783,3914,30,3482.85,4825.48,22.01,0.89,0.77,38.55
2025-09-05,Campaign_008,Google Ads,38328,3330,177,268.91,5524.88,8.69,0.08,5.32,1954.55
2025-12-03,Campaign_007,LinkedIn,90839,88,158,3784.76,3553.35,0.1,43.01,179.55,-6.11
2025-12-02,Campaign_006,Twitter,32000,2922,129,355.77,694.47,9.13,0.12,4.41,95.2
2025-12-01,Campaign_002,Facebook,61566,3222,185,4410.39,5064.71,5.23,1.37,5.74,14.84
2025-11-30,Campaign_004,Google Ads,25666,1076,146,1621.14,9757.93,4.19,1.51,13.57,501.92
2025-11-29,Campaign_003,Google Ads,24012,3973,145,2504.06,9405.09,16.55,0.63,3.65,275.59
2025-11-28,Campaign_002,Google Ads,95813,705,140,4427.59,9387.02,0.74,6.28,19.86,112.01
2025-11-27,Campaign_008,Google Ads,62897,1846,107,1426.24,2852.48,2.93,0.77,5.8,100.0
2025-11-26,Campaign_003,Twitter,16418,1093,131,971.8,6076.07,6.66,0.89,11.99,525.24
